Subject|Content|SA|mSA
Rihanna|RT @ReaIRihanna: Life's too short to worry about what everybody else doing.|0|1
Rihanna|RT @RihannaWisdom: I seriously can't stop thinking about you.|0|-1
Rihanna|RT @TeamOfRihanna: I swear Rihanna is a Disney princess! http://t.co/Q8uAtli5BY|1|0
Rihanna|Eminem ft Rihanna - Love the way you lie (bersetzung): http://t.co/OSYXtAgh via @youtube|1|1
Rihanna|RT @fineblackpeople: Rihanna's ugly without makeup No she's not http://t.co/rnoqmEdvrB|0|0
Rihanna|Rihanna knew the damn words they cut the damn lyrics off short|0|0
Rihanna|You're killin me!!! @cthagod: Rihanna found her vocals in a hopeless place.....|0|0
Rihanna|RT @RihannaWisdom: I blame movies for my high expectations in relationships.|0|0
Rihanna|RT @SheridanBlog: Jeff Van Gundy: I think Rihanna is following me. She's been to every game I've been in #swag|0|0
Rihanna|RT @MusicsText: Life is too short to be sitting around miserable. People gonna talk whether you doing bad or good. - Rihanna.|1|1
Rihanna|@magdomie32 that's a stupid show let me know when Rihanna and KW perform!|1|0
Rihanna|Chris and Rihanna going home tonight. Don't worry about it. #BetAwards2015|0|0
Rihanna|Rihanna performs song she's accused of stealing #Indy #FinalFour http://t.co/XnmMOtCWzz|0|0
Rihanna|@Ieandaddy and people say I look like Rihanna doesn't mean it's true|0|0
Rihanna|RT @ReaIRihanna: Loyalty is hard to find.|0|0
Rihanna|RT @MissRihanna_xo: People only get jealous when they care.|0|0
Rihanna|I can be little Rihanna @EllaGrita_Papi|1|0
Rihanna|Rihannas Bodyguard KOs A Photographer: Rihanna has had guys fight over her in the past month and this week was... http://t.co/VXL7LVAH|0|0
Rihanna|Rihanna looks fierce and gorgeous. #GRAMMYs|1|1
Rihanna|RT @RihannaBlTCH: Don't be afraid of losing someone who doesn't feel lucky to have you.|0|-1
Rihanna|RT @RihannaBlTCH: Care too little and you'll lose them. Care too much and you'll get hurt.|0|1
Rihanna|Was that a damn tranny next to Rihanna|0|0
Rihanna|RT @RihannaBlTCH: As long as God with you it dont matter who against you|0|0
Rihanna|Rihanna dares to swims with sharks for Harper's Bazaar's March 2015 issue http://t.co/pEDfMqmoJB http://t.co/wNiB36Bh7T Bitch crazy as shit|0|0
Rihanna|RT @OfficialDooley: Rihanna is sooooo bad bruh http://t.co/vmNkKiXE3M|1|0
Rihanna|RT @sawngbyrd28: Rihanna be buggin out and not giving a damn what nobody thinks or says. I holler every time.|1|0
Rihanna|@TrulyRihanna I thick its bad girls get all the girls|0|0
Rihanna|RT @ReaIRihanna: Loyalty is hard to find.|0|0
Rihanna|Rihanna as this li toe cartoon is cute|1|1
Rihanna|RT @ReaIRihanna: Don't lie to me|0|0
Rihanna|RT @RihannaBlTCH: The best way to avoid disappointment is to not expect anything from anyone.|0|1
Rihanna|RT @D_A_MDaNE: Rihanna chatting bere foolishness kmt|0|0
Rihanna|RT @Laurenmanzo: If I were Rihanna Id feel ashamed and embarrassed to be sitting next to Chris Brown at the #Grammys|1|0
Rihanna|RT @ReaIRihanna: Why stress over something you can't change|0|0
Rihanna|RT @ReaIRihanna: I love my mother|0|1
Rihanna|RT @radiobigmack: Kanye sounded as bad as Rihanna in that performance! #SNL40|-1|0
Rihanna|RT @BlackPplVines: Rihanna is bad af http://t.co/Yq1Zb7ASnp|1|0
Rihanna|RT @RihannaBlTCH: When someone sees you at your worst and still thinks you look your best|0|1
Rihanna|RT @HuffPostWeird: RT @HuffingtonPost Who is more outrageous -- Katy Perry or Rihanna? http://t.co/YJn0uBpX|0|0
Rihanna|@Rihanna I luv your music and attitude. I know change is inevitable but try not to change too soon. ;)|1|0
Rihanna|Rihanna cyberbullying? Singer accused of humiliating 16-year-old fan over prom outfit http://t.co/nLyCsDdfIR|-1|0
Rihanna|@chrisbrown so mediatakeout report that you did something crazy this morning in the gma studio when you were asked about Rihanna smh|0|0
Rihanna|RT @verseunanswered: Rihanna is savage http://t.co/8OwcFsIkpP|1|0
Rihanna|RT @ScarletJohanss4: Does anyone else find it strange that we all know what Rihanna's boobs looks like? How is this not illegal?! http://t.|0|0
Rihanna|Rihanna sounds so bad on Idol|-1|-1
Rihanna|RT @MissRihanna_xo: I have no problem texting while driving|0|0
Rihanna|So umm Chris brown on that niggas in Paris track actually goes hard. Glad he gave up acting like he was sorry for slapping up Rihanna.|0|-1
Rihanna|RT @gracehelbig: I'm allowed to eat this chicken that fell on the floor without judgement because Rihanna wore pink stirrup pants two days|0|1
Rihanna|Rihanna looked really stupid in the vs show... #vsfashionshow|-1|-1
Rihanna|RT @ReaIRihanna: Don't waste your time stressing about things you can't change.|0|0
Rihanna|RT @ReaIRihanna: The less you care|0|0
Rihanna|@SorayaTWP sez: Rihanna didnt do anything wrong so why was she the one CBS decided to nix? http://t.co/HqNMqNIUzY via @washingtonpost|1|-1
Rihanna|RT @URihannaFansite: Rihanna stealing the show by simply sitting in the audience at the #BETAwards http://t.co/snjdw6dYla|1|1
Rihanna|RT @itssunnyyyy: Why they being petty putting the camera on Rihanna?|1|0
Rihanna|Rihanna song pour it up go hard currently shaking this mothsucka|0|0
Rihanna|RT @HungoverAIan: was trying to remember who Rihanna's ex was|0|0
Rihanna|RT @PeteyPlastic: Madonna trying to suck the Youth out of Rihanna http://t.co/MOuIePA9cB|0|0
Rihanna|RT @therealrahdigga: #dontjudgeme but a part of me wants to see Rihanna and Chris back together..then knock his ass in the head w/ a fry ...|1|0
Rihanna|RT @OhTRIGGA: I'm sick of Rihanna dropping singles but not the album.|0|0
Rihanna|Watchin Basketball Wives .. Evelyn is pullin a Rihanna givin Ocho a bad name .|0|0
Rihanna|That awkward moment when Justin Bieber says never. Alejandro calls Lady Gaga. Bruno Mars drops the grenade & Rihanna knows her name 0.o|-1|0
Rihanna|What the hell is this? Rihanna's first collection|0|0
Rihanna|RT @WhatTheFMemes: Rihannas dress last night... close enough http://t.co/GKFs1SyTja|1|0
Rihanna|RT @danwootton: Love how Cher Lloyd hasn't had one hit single yet but acts as if she's Rihanna. She'll be begging to be written about in ...|1|1
Rihanna|RT @QingofQueens: Rihanna somewhere reading Chris Brown x Karrueche drama like ... http://t.co/ckMS2xD1zH|0|0
Rihanna|RT @ChrisBreezy_HQ: Rihanna & Karrueche Tran Almost Get into Fight @ Sydney Airport! http://t.co/Ll25j21Q Awkward! Talk about disastrous ...|0|0
Rihanna|Rihanna is so bad|1|0
Rihanna|RT @ReaIRihanna: We're all a sucker for somebody.|0|0
Rihanna|RT @i_D: Rihanna and Beyonce shut it down at the #MetGala2015: http://t.co/DkzLz27ODC http://t.co/wsRk1HgU2k|1|0
Rihanna|RT @RaganFox: Horrible. I feel so bad for this young woman. Rihanna is gross. https://t.co/gBW2Za548f|-1|0
Rihanna|Rihanna has gone down hill...|-1|0
Rihanna|@RihannaNavyUSA now u wanna hop back on his dick y u gettn mad rihanna cuz u kno is tru ur tour was sum shit dat yr n he was sale out|-1|0
Rihanna|@Jay_brain I know form Rihanna bt that was random for you to put it up there you obviously put it there for a reason|0|0
Rihanna|RT @ComedyPics: Rihanna savage bruh http://t.co/fiPeLURvhb|1|0
Rihanna|RT @JibbsTwoFive: I think Rihanna is to blame for why Black Guys like Redheads #justathought|-1|0
Rihanna|Chris Brown lost Rihanna and Karreuche... He gotta turn gay now... It's like a must|0|0
Rihanna|Hair like Rihanna shoe game is awesome|1|1
Rihanna|RT @RihannaWisdom: The best way to avoid disappointment is to not expect anything from anyone.|0|1
Rihanna|@rihanna @Rihanna_fan1 I broke the replay button on all ur sngz. :(|1|0
Rihanna|Ppl be going in on Kae but I would rather have her baby sit my dogs than that pot head ugly skank Rihanna|-1|0
Rihanna|RT @WORIDSTARHlPHOP: Rihanna is bad af http://t.co/4IuDxV8xpP|1|0
Rihanna|RT @Iifepost: Rihanna's no make-up game is strong as hell http://t.co/6ZEnvqtLFg|1|1
Rihanna|RT @TrulyRihanna: It shouldn't bother me|0|0
Rihanna|#grammyawards #BobMarley loved seeing Bruno Rihanna sting ziggy and Damien doing the tribute!! Amazing!!|1|1
Rihanna|@shaunice_mykail lol trueee she held it down for a while but after Chris spilled the tea i was like welp back to Rihanna|0|1
Rihanna|@MolestMeRihanna I like yo @ name she mad ain't nobody ever gon put that in front of her @ name|0|0
Rihanna|RT @Kay2mvch: Rihanna never have on a shirt..but she still bad AF though http://t.co/EPPgPEWC47|1|0
Rihanna|@ReaIRihanna: When I fell for you|0|0
Rihanna|RT @callmedollar: Rihanna is fun. She makes women feel cocky and sexy while letting their titties hang with a blunt smoking out their pussy|1|1
Rihanna|RT @granniewinkle: Rihanna is savage http://t.co/ubDJ2Mwwoq|1|0
Rihanna|RT @RihannaWisdom: Simple things becomes complicated when you expect too much.|0|1
Rihanna|RT @jokesNclothes: Can we bring back the chick from last year that ruin the Viewer Choice award ... The winner is Rihanna ... I mean Chr ...|-1|0
Rihanna|RT @RihannaBlTCH: When someone sees you at your worst and still thinks you look your best|0|1
Rihanna|@mattttthill im so fucking hyped! But i still refuse to believe that four five seconds is anything but on Rihannas upcoming album .|0|-1
Rihanna|RT @ReaIRihanna: R.I.P. to the hoes dying for attention.|0|0
Rihanna|RT @ReaIRihanna: I fell for you|0|0
Rihanna|RT @BlackPplVines: Rihanna is bad af http://t.co/Yq1Zb7jgYP|1|0
Rihanna|They put fake Rihanna on #EmpireFinale|0|0
Rihanna|RT @InHerEssence__: Soo damn fine RT @LolitaDrugs: Rihanna's no make-up game is strong as hell http://t.co/2pxVZhjM7A|1|1
Rihanna|#uever wonder if Rihanna really does have herpes and would ppl still be mad he whooped that ass?|0|0
Rihanna|RT @TamarBraxtonHer: @Drrake: Rihanna's body is on fireeee!!!! http://t.co/9OzJhgN302when I grow up! So depressing #ihatemydiet|1|0
Rihanna|@ReaIRihanna It's crazy how fast things can change.|0|0
Rihanna|RT @NYTMinusContext: a cross between Rihanna and a tennis ball|0|0
Rihanna|I liked a @YouTube video http://t.co/x0OdgmFhl1 Caroline Costa - Love the way you lie [Eminem Ft. Rihanna]|1|1
Rihanna|RT @KarenCivil: Chris & Rihanna are making up for lost #GRAMMY time. http://t.co/1L82TxP3|-1|0
Rihanna|RT @Majestic2Real: Los XV's de Rihanna #Grammys yall too damn fast! #NoChill https://t.co/jZmexobeME|-1|0
Rihanna|RT @OfficialDooley: Rihanna is sooooo bad bruh http://t.co/vmNkKiXE3M|1|0
Rihanna|RT @EvelynLozada: #Repost from my boo @rihanna @TeamRihanna411 - This is hard sometimes|1|0
Rihanna|RT @2ChainzLyrics: Bitches still mad Rihanna went back to Chris Brown.. Like y'all don't keep taking back the same Bum Nigga every 2 weeks!|0|0
Rihanna|RT @jonnycraig4L: Rihanna annoying as always|-1|0
Rihanna|RT @hashtagsray: Rihanna's clap back game >>> http://t.co/qW3oJoAfAE|1|0
Rihanna|Rihanna and her deep lyrics... http://t.co/7SuIMnjSGl|-1|0
Rihanna|This tweet is for dude I was talking to today that said Rita Ora was a poor mans Rihanna... FUCK YOU BUDDY!!!|-1|0
Rihanna|RT @gawdduss: ....she won out against Tracee Ellis Ross though..? Amber Rose? Rihanna? Serena? Bria? Me? http://t.co/kqLqcgVzOp|-1|1
Rihanna|RT @ty_sutton: Got damn Rihanna|1|0
Rihanna|RT @CitizenRadio: #FloodWallStreet and why you should be as pissed about Rihanna's stolen pics as you are about JLaw's http://t.co/qYBCAaAf|1|0
Rihanna|Whaaaat ! Rihanna was at the Warriors game tonight?! Rihanna was in the fucken Bay Area and nobody told me she probably gone now|1|0
Rihanna|RT @ReaIRihanna: We go through the worst to get to the best.|0|1
Rihanna|RT @ReaIRihanna: You can't stay mad at someone who makes you smile.|0|0
Rihanna|RT @wackymoe: #RihannaOnGrammys #Grammys2015 damn you for wearing this here mess! http://t.co/1Ib2RTcGA9|-1|1
Rihanna|congratz to breezy for his win on his hit album Rihanna i mean Fame :)|-1|0
Rihanna|RT @STREETZMUSIC: Omfg Rihanna is bad as shit!! http://t.co/uvvhmBDbww|1|0
Rihanna|@rihanna and to you to down under Rihanna....but|0|0
Rihanna|If you don't know Rihanna's verse to Run This Town then you prooobably SHOULDN'T be trying to sing it|1|0
Rihanna|Rihanna stole my man!!!: http://t.co/lpMa0qqens via @youtube|0|0
Rihanna|And no boobs lol RT @MoraRaven: Rihanna has no fat on her body|1|0
Rihanna|RT @Dory: Rihanna is savage http://t.co/nS7Z62U9Ng|1|0
Rihanna|RT @queenundrum: neither Beyonce or Rihanna represent me... these are not the two extremities of black women in amerikkka.|0|1
Rihanna|@ReaIRihanna: I'd rather have an honest enemy than a fake friend.|0|0
Rihanna|RT @KardashianReact: Rihanna's no make-up game is strong as hell http://t.co/6xG8uYlHbS|1|1
Rihanna|RT @sassytbh: Rihanna is savage http://t.co/lzKOKBfqVP|1|0
Rihanna|SO jealous Chili! @rihanna: Chile!!! Cant wait to see you September 29. Find more info here > http://t.co/VMQ4RYaPLH #RihannaEnChile|1|1
Rihanna|RT @MarilynMonroeDD: Rihanna's no make-up game is strong as hell http://t.co/9Jn15WyEGL|1|1
Rihanna|That duet was horrible Rihanna and Coldplay|-1|-1
Rihanna|RT @RihannaWisdom: Dimples are so damn attractive.|0|0
Rihanna|RT @RapperReact: Rihanna is savage http://t.co/8OwcFsIkpP|1|0
Rihanna|@HollywoodLife of course he cant compare cock roach to Rihanna she doesn't work hard like Rihanna does Rihanna makes her own money.|1|0
Rihanna|Can't wait to see @Rihanna kick ass in #BATTLESHIP: http://t.co/Y79G0ZGG|1|1
Rihanna|RT @ShakeThatSass: The lack of fucks I have today is Rihanna level. http://t.co/GSweZFY7Zp|1|0
Rihanna|If I were tiara Thomas I'd prolly be upset wale remixin my song with Rihanna. J/S|-1|-1
Rihanna|RT @CraziestSex: Rihanna is savage http://t.co/GgbNGH1j42|1|0
Rihanna|RT @UmCoolLikeDat: Yall still giving Chris Brown awards after he beat yall sister Rihanna face in but screamed Domestic Violence against Ra|0|0
Rihanna|RT @FreddyAmazin: Rihanna is savage http://t.co/x7QJMSAKCv|1|0
Rihanna|Rihanna bbhmm music video is mad dope|1|0
Rihanna|RT @Kay2mvch: Rihanna never have on a shirt..but she still bad AF though http://t.co/EPPgPEWC47|1|0
Rihanna|Rihanna: 'My Love Life's Pretty Much Non-Existent' - Me too but da difference is aside 4rm all my 99 problems no 1 cares. She's so lie. SMH|0|0
Rihanna|RT @reneyfresh: See this one forming Rihanna in the dark @OpeyemiOlowo_ #PISCESMARCH27TH http://t.co/R5ckVw54bL|0|0
Rihanna|RT @lyriiclyric: Don't tell me you're sorry because you're not. - Rihanna|1|-1
Rihanna|What I would do to Rihanna... I mean for Rihanna|1|0
Rihanna|Rihanna is bitter as fuck that she hasn't seen anything yet|-1|0
Rihanna|Rihanna got Caught singing the wrong lyrics|-1|0
Rihanna|@Liberienne Rihanna annoying ass is outta here|-1|0
Rihanna|@rihanna If they had a lighter that had your body shape I'd smoke a blunt all the time!!!! #sexy #RihannaNavy vote #Rihanna #VMAS !!!!|1|0
Rihanna|Why are people going so hard on Rihanna?|1|0
Rihanna|RT @ReaIRihanna: It's sad how the people you were once so close with can become just another stranger you don't know.|0|0
Rihanna|RT @ThaStonerNation: Rihanna always holding a blunt in public like its legal http://t.co/s2rW6MEdgW|0|0
Rihanna|So Chris Brown Spazzin out! He acting like the lady asked him how hard he punched Rihanna!|0|0
Rihanna|RT @cjzero: Rihanna's full argument before throwing the cash and walking out http://t.co/E30ynoQLmg|0|0
Rihanna|RT @alexisbelon: Rihanna's sass turns me on.|1|0
Rihanna|I knew I was drunk yesterday when I really felt like Rihanna's music was speaking to me.|1|0
Rihanna|Lawd i am so tired of twitters groupies.... Its all Rihanna tickets this and Waka release this.... Hey I got one! #KillYourself|0|0
Rihanna|RT @FixItYeezus_: So Rihanna won the $10 million lawsuit against her former accountant(s) and makes a diss record/video. LOVE IT!|1|1
Rihanna|@ReaIRihanna Roll up your stress|0|0
Rihanna|Paige Thomas try's to hard to be Rihanna ! #girlstop #yousuck ! She sing through her nose|0|0
Rihanna|RT @MolestMeRihanna: Getting in an argument with a woman is like being arrested|-1|1
Rihanna|@TeamRihanna411 you go girl! You are my little doggy I am I am big|1|0
Rihanna|RT @JemmyeMTV: Rihanna's face was the best thing I've ever seen. She was seriously like wtf is wrong with this white girl....|1|0
Rihanna|RT @WorldStarFunny: Rihanna is bad af http://t.co/ZAULeQ6mNG|1|0
Rihanna|RT @rihanna: That damn Rihanna reign!!! #justwontletup #StadeDeFrance #STADIUMSTATUS|1|0
Rihanna|And I'ma laugh when he Rihanna yo ass..|0|0
Rihanna|RT @NotBillWalton: I tried but she couldn't reply because your fist was in her mouth. RT @chrisbrown Just ask Rihanna if she mad??????|0|0
Rihanna|RT @cjzero: Rihanna's full argument before throwing the cash and walking out http://t.co/E30ynoQLmg|0|0
Rihanna|@Beyonce casts out demon #Beyonce #Rihanna #beehive http://t.co/gEZiCJ2HQE|0|0
Rihanna|RT @Kay2mvch: Rihanna never have on a shirt..but she still bad AF though http://t.co/EPPgPEWC47|1|0
Rihanna|RT @MahCristina__: @RihannaQuotes Mother Mary... I swear I wanna change..|0|0
Rihanna|RT @tashy_MUNOZ: She look miserable #swerve @UrTHATBartender: Why did Rihanna come to the VMA's??? She just looks like a salty trick|-1|1
Rihanna|@Rihanna is a complete disgrace to all women and @chrisbrown is a disgrace to all men. Really don't see how anyone could defend either.|-1|-1
Rihanna|Chris Brown spelled 'passion' wrong RT: Chris Brown: Hitting Rihanna is my 'greatest regret' http://t.co/tmG4HYbOE6|0|0
Rihanna|RT @funnyorfact: Chris Brown hits her + Eminem lies to her + Drake can't remember her name = The life of Rihanna|0|0
Rihanna|Lmao RT @amoreSTEPH: Rihanna smells like weed and sunshine http://t.co/bPTyQgxx7O|1|0
